id,predicted_price
4113800500.0,628588.4
4077800507.0,497728.56
2725069150.0,733649.4
4008400035.0,715133.94
7016310270.0,450680.66
1432701230.0,234761.39
3278606050.0,377838.25
2473350710.0,370006.16
2185000685.0,223118.14
7792000025.0,478771.78
6868200029.0,498540.9
624069003.0,780402.1
7431500280.0,870570.9
3296000040.0,601801.1
1118001215.0,1227432.9
6453900040.0,711564.4
333100209.0,724345.25
34001765.0,583154.3
8946700100.0,386603.0
5561401210.0,619259.8
6671900095.0,376887.1
3275850020.0,677485.3
3876300600.0,388966.16
1450900020.0,256110.27
8562780280.0,305987.8
7663700973.0,320515.38
2126049032.0,390520.9
1823059159.0,197459.83
3438503426.0,280075.78
9297301495.0,525255.2
7140700850.0,358008.84
7942601805.0,833865.1
2555900030.0,363724.38
2887970040.0,296722.3
7419700010.0,696442.56
2239000011.0,396681.72
9283800050.0,355362.72
9407001340.0,256024.05
217500140.0,606656.44
7212660520.0,230845.94
3298201170.0,348290.03
3057000400.0,309818.28
6865200444.0,489211.66
6071600340.0,546273.8
6821600005.0,704469.25
1235100371.0,795313.2
7796450340.0,368715.88
3603000410.0,161047.06
9297300255.0,563164.2
9126100850.0,533999.1
2770601462.0,539020.5
2599001500.0,246699.61
1102000095.0,871488.8
1853080640.0,957063.9
9551201585.0,956640.5
3438500796.0,367395.03
7518504291.0,551076.75
9269200340.0,399419.1
715010130.0,1456177.6
1982201485.0,704898.0
9526500080.0,379283.78
9277200180.0,462519.44
6669150280.0,312195.8
8917100153.0,614528.56
3760500516.0,1120760.2
2725069050.0,979210.75
3332000091.0,352422.78
8562770080.0,588698.0
8151601190.0,275898.5
8563040160.0,656997.0
240000269.0,699466.5
4307350200.0,291699.75
1311910300.0,271048.94
3574900030.0,490653.56
7853230570.0,443805.22
320069049.0,380836.53
9839301060.0,572992.06
7011201333.0,634456.2
2781320100.0,294132.84
3421069120.0,452405.3
7852030320.0,454258.72
5316101075.0,2020738.9
5309100750.0,528938.25
629000730.0,658581.0
511700170.0,299818.0
1562100030.0,583827.1
2489200230.0,526914.3
524069116.0,508897.66
5315100737.0,856088.75
1868900675.0,844453.56
1608000120.0,367283.28
705700240.0,335189.1
7575600610.0,277231.53
1778500015.0,740191.5
5423500240.0,206602.33
6713700025.0,352347.2
2734100734.0,315431.6
301402280.0,199186.06
2113700205.0,261279.44
4114601570.0,2760632.5
3332000615.0,351632.5
3630050180.0,390766.8
6852700520.0,515353.75
6870310010.0,642545.6
6163900981.0,298565.4
393000142.0,336780.3
1771100130.0,321788.25
1442860160.0,383383.75
9191200435.0,593555.2
6788200800.0,900397.94
1115300070.0,733948.2
3176600105.0,806198.25
2770604665.0,590719.25
5469500580.0,443505.25
5680000545.0,534056.2
3424089119.0,533829.06
1328300180.0,349520.84
1773100922.0,370534.4
4123830480.0,313228.88
9808610190.0,982687.1
4250200140.0,268108.12
4217402115.0,2609241.5
3831250350.0,366460.72
2397101055.0,817845.1
6817850110.0,795168.4
7526800200.0,623031.44
7853370100.0,627504.9
2523089025.0,797976.9
9476200680.0,284616.6
5714200140.0,418378.53
3575304895.0,587754.44
263000018.0,365269.5
8080400177.0,532252.7
6450304130.0,339395.2
514500090.0,573194.25
9477000300.0,432410.03
853600310.0,1305373.8
1951600240.0,213127.89
1099900120.0,348248.5
5323100120.0,534845.2
1223089016.0,409686.94
522059172.0,250359.31
1930300190.0,739998.8
9542840410.0,319672.8
8665050530.0,517408.28
5592900205.0,340131.03
5450300010.0,583675.7
2459960030.0,325561.22
3331500455.0,536241.0
3432500705.0,411695.78
3702900165.0,277411.38
5249803550.0,493398.1
626049058.0,447171.3
1788900380.0,177125.52
8075400360.0,225261.52
9113200250.0,718402.06
2738640040.0,728298.4
7821200307.0,398044.44
3530440140.0,245916.69
3582700130.0,448270.34
9276200569.0,759317.3
7197800020.0,598034.25
686200490.0,570738.0
3501600100.0,383753.6
6383000690.0,572206.25
7604400150.0,399895.5
5249801411.0,713708.6
2607720420.0,421314.22
9561100010.0,405287.5
1796370590.0,257895.05
4077800593.0,421401.8
854000165.0,238890.16
5536100010.0,609632.3
4188000670.0,880764.06
31000165.0,1140851.8
662350050.0,954054.8
4137000280.0,269824.66
6169901130.0,944877.8
1953400510.0,269176.72
7518506716.0,1059154.0
1552520010.0,365084.6
7955080270.0,332338.72
9212900100.0,517322.44
3438500798.0,364896.62
7899800890.0,219311.11
4319200605.0,471091.6
1329300480.0,349853.66
8935100100.0,741070.2
5016001260.0,378121.22
4337600280.0,307273.3
1446401220.0,190837.81
7135521530.0,629384.4
6888900115.0,296506.5
2413301070.0,289716.9
345700040.0,271872.72
5566100145.0,412575.8
7634800070.0,350732.94
9346910500.0,623051.6
3529300060.0,288860.84
8128600060.0,1211782.4
8572900275.0,181378.17
4139420590.0,1549222.5
9274200322.0,609374.8
1472700200.0,541137.4
8820903380.0,558681.94
8563010130.0,843844.2
8965450110.0,850663.7
9274204230.0,526039.2
8165501700.0,350491.2
2193340260.0,499801.5
1860600290.0,862196.1
1222000055.0,194724.11
2492200280.0,424228.84
2488200455.0,346982.78
809001520.0,992832.4
1796361140.0,258769.66
6398000011.0,646339.5
6813600365.0,566600.06
7504100920.0,814033.0
8835770330.0,647789.6
524059322.0,675176.8
4307330280.0,392337.75
1245002952.0,1038156.1
2021069059.0,270165.3
5700000595.0,665368.1
3629970930.0,668373.1
3336002215.0,273008.12
5100401060.0,659983.06
3278600750.0,331885.47
1126069045.0,945784.75
7568700175.0,337915.97
452001475.0,460717.53
9283800230.0,444687.72
1737300130.0,601449.94
6189600040.0,508972.88
3679400025.0,456104.94
1096100010.0,297414.72
9513900050.0,244794.0
5452800645.0,714269.7
273800100.0,256645.47
7228500037.0,503483.75
808300090.0,495642.5
2493200215.0,512142.16
5035300255.0,707962.0
3380900160.0,393522.62
3630000130.0,430116.28
7300400670.0,290861.38
6798100070.0,358252.03
8078400010.0,583506.5
5566100060.0,508690.94
2768200212.0,454644.47
4035900060.0,519523.53
9460000110.0,366381.03
7199320190.0,598300.06
2225039081.0,484883.16
9512200050.0,550752.56
2634500085.0,313995.12
3654800200.0,281802.53
2724079090.0,1112089.4
2597520720.0,794155.9
3034200426.0,388763.28
984000130.0,290257.84
7852020670.0,491701.88
7923500060.0,715529.6
2310030510.0,289247.6
2205500540.0,494113.84
2493200015.0,378371.2
7853361420.0,528814.7
5652600605.0,568244.06
5285200020.0,326438.88
9406530150.0,366458.25
5706300020.0,474874.72
3278602490.0,437185.56
7197000100.0,546271.7
4447300008.0,523513.34
7899800045.0,240386.16
9250900095.0,354166.4
9268851740.0,573540.4
8682261440.0,463965.8
7284900385.0,694504.5
8079040300.0,426601.03
2225300585.0,399973.3
3223039013.0,474141.62
2013801350.0,246357.75
4055701110.0,903205.06
3578401770.0,432044.8
4046500720.0,617238.6
6145601745.0,342166.06
5207200195.0,621287.0
1972201856.0,494448.03
7212680080.0,226570.16
7277100510.0,631869.4
522079022.0,541310.8
5605000440.0,792300.94
6632300230.0,378428.22
8815400165.0,667930.94
6708200320.0,527557.44
2426059076.0,580748.44
3260200200.0,552153.6
2770601741.0,505407.1
4338800500.0,235206.67
9201000320.0,832655.7
7655900038.0,315953.94
3625059140.0,528584.8
4222310010.0,250809.31
2114700115.0,346481.5
3291800710.0,306962.56
9406590010.0,396797.12
3025059124.0,2381344.0
7972601250.0,407948.47
930000470.0,793953.7
6690500060.0,490614.25
16000015.0,209926.31
5693501102.0,535806.5
8079040490.0,433844.16
7225000155.0,351235.34
8819900170.0,801081.7
7972601270.0,356589.97
1224069074.0,831355.2
5126900321.0,328127.12
3438501860.0,337645.06
2822069080.0,390339.6
1656600310.0,595524.94
3856900507.0,1242169.2
1626069139.0,479074.6
2524049257.0,1513111.1
3904960150.0,577199.2
7214820610.0,435034.1
7977201845.0,531286.56
2428100080.0,771763.44
2202500135.0,401099.78
1523550220.0,629526.06
2313900610.0,427240.66
4123840050.0,381720.5
2125059124.0,946151.94
1225039067.0,514400.66
6431500283.0,486202.38
2473380010.0,308891.62
5694501195.0,417695.6
2881700046.0,398019.75
6837820330.0,318092.66
2337300370.0,192363.75
3876540630.0,216304.44
626059317.0,405287.5
3374500520.0,352369.7
7228501903.0,326953.25
4019300051.0,511336.4
4232902615.0,626586.94
3546000090.0,238479.28
8127700215.0,840068.7
3438501100.0,380513.8
1769600066.0,631048.56
8146100610.0,470643.88
3052700695.0,530483.1
7954310210.0,712980.0
3761700053.0,1634528.8
1320069179.0,357619.84
1331900410.0,800572.3
7303100210.0,331058.84
2464400285.0,522441.03
6163901150.0,389887.94
8955800045.0,318190.97
2314300200.0,429957.16
9528104360.0,384758.78
4177100005.0,645751.1
8856960260.0,294313.28
1828001220.0,713577.94
3066400710.0,709385.4
624110610.0,836091.56
4040800260.0,429379.8
5019500215.0,511057.06
2481630180.0,889552.44
7203170190.0,655530.6
510001280.0,814027.56
9430110120.0,706995.2
1565950030.0,313975.06
9828202255.0,811344.4
3878900270.0,428048.97
8091600080.0,202078.67
1112000035.0,296834.12
2228900270.0,326391.56
6648701740.0,288513.12
1245003740.0,588498.2
2174503441.0,486453.28
7708250010.0,314215.62
6072300110.0,571724.06
2329800140.0,283618.12
1494300040.0,558155.8
3832050130.0,283060.66
7203100730.0,852346.25
7199330170.0,438418.1
7785000220.0,707312.8
1250201175.0,417341.22
4054500180.0,1027213.6
7905200061.0,404849.44
3751604895.0,179273.08
5220300140.0,292411.1
3323059027.0,332475.97
8651611980.0,897424.06
8673400190.0,531324.56
1668500100.0,850293.8
1023059365.0,583219.94
3308030060.0,401947.97
4232400860.0,841021.8
2144800615.0,232261.22
1568100920.0,1262008.5
9406510040.0,494950.97
2923049421.0,301127.84
1051000040.0,1249917.0
2077700042.0,659534.5
9423800030.0,275160.66
9818700455.0,695595.56
7133300675.0,355235.0
4113800550.0,585070.06
5553300375.0,1552532.6
2025701530.0,281263.16
7942601155.0,422264.75
7524300020.0,286332.88
2520069100.0,289354.1
5412300410.0,237866.47
7504110760.0,811602.9
2594200350.0,341375.66
2722059013.0,217894.94
8078430480.0,566362.4
1423069162.0,465936.78
8856001090.0,170626.88
7000100631.0,784352.2
4222200280.0,222013.56
7971300050.0,620008.5
2009001600.0,236737.19
6619910140.0,743255.8
2877100985.0,555743.8
1196000007.0,447682.9
1330850130.0,748573.25
6664900410.0,247255.23
1231001110.0,344748.44
9235900030.0,298617.5
9407101840.0,336673.7
9523103001.0,423139.53
2149800278.0,436215.2
7234601198.0,661299.25
9476700035.0,382758.7
9297301065.0,632532.6
518500700.0,787192.3
7843500090.0,318624.6
6056110780.0,358646.5
2345700260.0,345107.0
3509600070.0,249943.73
1431700280.0,335078.2
1623049174.0,272673.53
3024089049.0,341778.94
7853340450.0,428442.28
7732410360.0,714575.56
1446800995.0,314974.97
2946000285.0,217865.84
425079100.0,598834.94
3876313040.0,423006.78
1762600260.0,1003929.4
1925069121.0,822099.1
7443000480.0,750569.8
7820000015.0,348676.88
4027701253.0,489873.7
2826049165.0,381879.97
5426300060.0,894120.6
1278000210.0,139708.9
923000270.0,319172.62
7657600005.0,282274.3
3024079057.0,413709.38
3276180020.0,290954.88
7304300760.0,308390.94
3908100020.0,505708.9
8835400805.0,714755.5
4051150070.0,224167.06
3904930530.0,495291.4
6163900971.0,381194.8
7942600310.0,405137.97
4365700330.0,247673.42
423059207.0,285328.9
3992700265.0,341334.66
7177300090.0,448511.53
2540820010.0,656593.6
5700002510.0,877949.6
5201000030.0,580544.1
7631800015.0,1261422.5
2922702965.0,638975.75
1525059198.0,879933.7
1245003160.0,709812.4
3810000455.0,312682.4
7855600080.0,729014.8
5701500030.0,1015059.4
7504020400.0,652191.44
1402600570.0,317633.4
7575610760.0,266404.53
8731990370.0,357412.53
5021900090.0,781828.7
290000075.0,342403.38
2841500010.0,529782.9
3955900830.0,398986.97
7852110140.0,550245.44
1311400350.0,244825.75
7773800015.0,506234.4
4123400320.0,513604.1
2725069157.0,859002.6
666000143.0,707694.0
5101408678.0,503542.8
6371000026.0,374978.34
2024059084.0,650777.94
7283900036.0,324219.9
8881900230.0,721246.1
3959400135.0,393486.62
7696610270.0,224525.44
1689400150.0,806044.5
5103900015.0,466861.06
1441000350.0,451447.66
5101408735.0,276320.1
3126059027.0,1983734.2
2320069014.0,492465.88
9541600015.0,630442.25
8682320420.0,668503.8
1562200090.0,627340.3
3395070980.0,629884.56
7349600230.0,244390.92
522049122.0,237621.81
869700060.0,314818.8
811000055.0,1180022.4
1221059176.0,349292.25
1523059103.0,420062.88
2025760210.0,681195.6
9218400088.0,338916.47
8682292020.0,428621.7
2623089135.0,416825.72
3758900259.0,1492081.0
524069049.0,474661.9
3121500150.0,831104.7
5581400080.0,816899.56
8087800020.0,454653.56
4070700290.0,857808.25
3296000170.0,704908.06
9238500040.0,516251.47
2744600040.0,354969.5
6813600380.0,556786.25
6140100150.0,552054.6
2201500555.0,431257.72
2600110250.0,633270.2
4337000275.0,152736.02
1186000150.0,584989.1
1972201963.0,512169.5
1105000745.0,346788.94
2887700560.0,547043.8
4039700080.0,642782.8
522049104.0,313092.7
7520000695.0,240523.52
7714000310.0,410499.25
4319200060.0,608644.75
8624700015.0,709767.7
5104520610.0,295350.8
2354300845.0,274778.3
3824100291.0,466178.12
6151800612.0,240237.42
5454200080.0,881837.3
6413600290.0,354517.5
2131200065.0,361274.0
1459920010.0,276267.38
50300090.0,405760.88
2326300090.0,564015.56
7714000070.0,408519.6
3630180500.0,971388.5
1727850340.0,1102151.9
8691430330.0,988677.9
2310030390.0,251075.44
5561400610.0,554731.4
7010701016.0,488970.5
7883605915.0,239448.3
1282300995.0,375722.53
4040700310.0,506539.12
3353400435.0,228519.5
2143701015.0,501111.12
255450020.0,386484.28
1020069017.0,328642.0
4038200120.0,499204.6
9284801100.0,323329.72
1965200075.0,534244.6
847100047.0,535297.8
4038700720.0,481465.94
6815100085.0,732898.3
2508000020.0,301088.5
255520180.0,730115.5
6822100750.0,612394.94
869700050.0,337900.84
1775801405.0,491731.44
6600400090.0,224645.38
7202330270.0,435890.8
1683400165.0,908963.5
2625069070.0,1042428.1
7625702440.0,399354.34
3388000640.0,243828.48
1899400365.0,267539.8
6899990200.0,829834.3
5569700020.0,938549.0
986000045.0,330389.22
3293700221.0,346010.94
3764800250.0,354195.1
2291400566.0,388909.03
4219401236.0,1422230.9
4239400840.0,198691.45
7211400990.0,217941.48
7696500280.0,209037.3
7215721070.0,545812.94
3204850140.0,352209.44
4322200220.0,588769.3
2566300100.0,1021750.1
1944900090.0,416006.84
6648500390.0,301462.6
7385300020.0,782553.0
1704900135.0,350864.75
2877100655.0,837769.3
2726079098.0,656522.9
7625703800.0,433301.7
318300040.0,650429.25
7922800190.0,541699.2
2023049361.0,230544.97
8946400210.0,448470.47
6071600450.0,534119.8
4343800100.0,430286.12
1443300140.0,401933.4
1024039001.0,817063.2
2767704860.0,523373.56
7234600851.0,564664.6
644200065.0,850534.7
7784400035.0,617904.75
3826000560.0,248691.66
9272202260.0,489038.12
263000253.0,394249.12
3621059043.0,513076.84
240000130.0,562572.6
1352300120.0,246384.55
7849200861.0,301776.12
2487700130.0,465174.0
1796100140.0,278650.4
7234601221.0,467686.8
8651710190.0,427879.6
2916200091.0,513092.5
1232000915.0,478826.56
1545801970.0,291479.5
3211200420.0,305537.56
7686204675.0,186018.7
3141600210.0,187845.1
3959401284.0,488251.03
2113700825.0,293506.84
3876000710.0,421068.8
522069022.0,552555.5
3214200070.0,357340.62
1221039156.0,342751.3
259600790.0,435696.75
785000040.0,521600.7
8138870470.0,467568.62
2596300035.0,359530.72
540100057.0,1310381.6
3073500045.0,563827.9
5363200266.0,420412.75
8682261650.0,495693.53
3224510080.0,869124.2
3211270160.0,456139.3
9269200520.0,243927.56
293810190.0,454119.25
4197400043.0,316117.28
3026079031.0,389102.3
5332200405.0,907979.25
2473411210.0,310487.66
9268200315.0,504445.94
8123500050.0,581090.8
3221069091.0,539659.8
2485000165.0,631047.4
4058800215.0,565514.5
1926059039.0,756611.0
2533300680.0,927927.75
3343903640.0,319567.34
5700003705.0,1155039.8
2023049372.0,381455.22
4058800830.0,538786.1
3333002302.0,448207.1
2944500340.0,293776.25
1982200790.0,594356.1
8929000270.0,472655.84
8122101440.0,252770.42
7525530470.0,790436.06
9332800020.0,633317.3
3878900525.0,246175.27
5420300210.0,269732.28
9232900165.0,305799.34
6414100026.0,414784.3
3013300660.0,745951.4
7954300120.0,622219.7
1081200360.0,374269.5
2877102345.0,544688.7
2202500255.0,446577.22
7984400050.0,244254.86
9558020380.0,475788.16
7812801850.0,223383.84
8944460020.0,388268.66
2306400040.0,601671.44
8649400410.0,416483.2
7889602020.0,239164.16
2041000025.0,438197.8
871001484.0,653368.0
2767602141.0,508326.75
3630180470.0,788499.6
2769602140.0,505210.97
2473250280.0,317434.47
5422560660.0,544119.7
3756600240.0,354702.16
8651600160.0,696074.7
7202300540.0,855816.94
8961950250.0,508650.2
3303000130.0,472162.06
798000062.0,310753.06
1695900150.0,795276.06
1604730150.0,500775.28
4136930310.0,349223.97
8835401250.0,1758676.4
8665900328.0,373173.9
9262800255.0,287894.7
1853080570.0,813786.2
5556300114.0,682756.56
9517200290.0,450645.44
4037200295.0,520424.06
7417100123.0,374284.5
2620069077.0,200675.38
7922720040.0,714469.94
558100090.0,489451.53
257000037.0,291727.56
3319500385.0,406250.3
9297301520.0,330501.72
3580900090.0,346157.16
1321039076.0,175906.73
7227801581.0,297266.72
9407001620.0,282814.03
2130400150.0,316997.3
2312400200.0,229768.17
4046700210.0,410556.78
1193000480.0,923968.2
1492800296.0,517738.0
3013300017.0,425579.06
3630240140.0,579245.6
1049010390.0,323756.12
9320900420.0,186936.0
4315700060.0,363589.8
2591010290.0,351417.28
323089085.0,612096.56
6600400270.0,203138.89
2919701105.0,481046.9
7202360670.0,881543.9
8927600100.0,716726.1
3211700045.0,626984.44
4027701326.0,509793.38
1601600195.0,306839.9
7853280350.0,768575.0
3629970130.0,660752.06
7203120020.0,782211.25
9542900190.0,416442.7
8035350120.0,548335.5
1238501184.0,859664.0
251200240.0,476037.3
8945300200.0,194462.45
2162000160.0,1103466.5
5466310060.0,237072.02
1239400064.0,864390.2
5205000020.0,326680.84
1720800305.0,571941.6
7280300375.0,558782.1
2095800400.0,472533.72
7852010950.0,568363.8
1428001160.0,530219.56
9528104910.0,664622.3
8644210470.0,889482.06
7923300310.0,507199.44
254000100.0,587491.06
1931300688.0,495879.34
7007700030.0,465336.4
422049178.0,227639.44
422069067.0,448868.84
2923049393.0,362997.0
930000305.0,467603.88
2461900448.0,479733.88
2610100020.0,275253.84
2895550050.0,246014.27
7701700040.0,290055.84
2460900020.0,451374.06
9827700105.0,636253.4
1005000240.0,320921.25
7200001254.0,538194.5
866400040.0,533123.44
305000170.0,657253.94
2260800110.0,892886.75
3442000127.0,695501.4
5253300437.0,453003.28
7576700150.0,974492.25
5469501410.0,598475.25
5104531120.0,658422.75
723049434.0,317346.38
622069006.0,903445.44
2517101200.0,320237.62
8159620160.0,253833.31
5561300640.0,443416.44
3317010130.0,210064.69
4364200250.0,382274.97
8732300060.0,636018.0
5603700025.0,741424.4
3585900190.0,985532.7
3996900575.0,268943.22
8731801260.0,228987.67
3810000860.0,345266.3
5700003585.0,1712074.9
6332000050.0,470441.06
9286100250.0,437038.0
9471201110.0,1001057.4
9290800050.0,568407.75
7300200400.0,608444.5
526069024.0,932929.6
1454600156.0,1093986.9
3904980360.0,569606.44
2626119062.0,374569.8
8651730290.0,432382.38
7611200195.0,757186.3
1919800260.0,585065.0
6632900354.0,313064.94
3972900195.0,335884.78
5151600170.0,307789.78
7016000440.0,453066.78
871000435.0,815775.4
9578060540.0,518364.47
2332700060.0,714239.7
766000240.0,279955.6
4363700200.0,272453.62
7100000250.0,292295.4
2781250560.0,247411.16
2781250100.0,375702.12
5419800220.0,256805.6
7147600245.0,252741.48
2926069083.0,989512.6
6189200125.0,797610.1
9542830160.0,301485.03
5152200020.0,277712.6
9412900045.0,492503.94
6600410480.0,212418.69
6979970080.0,541311.9
5636010280.0,281747.47
1732801300.0,920847.94
5561401530.0,490249.9
9578500510.0,341029.44
7304300906.0,348058.25
1223089077.0,622060.1
721049207.0,274240.34
8691330310.0,745462.8
1523069204.0,464738.6
3188100105.0,594990.75
6608500290.0,389992.78
2891400410.0,335664.12
7663700551.0,333076.44
5413200140.0,249791.7
425069139.0,616830.8
6713700155.0,362495.4
2767603505.0,479733.88
7789000080.0,272296.2
9211500620.0,244587.48
3750604417.0,188624.19
7922800320.0,572808.44
1471620240.0,367235.62
2222059052.0,339980.22
9551200270.0,997913.75
2767603160.0,454179.47
9406710060.0,395860.5
8929000250.0,367481.22
5538300120.0,406490.2
2223069120.0,461187.9
1652500060.0,1705239.1
8564500240.0,418880.75
3629700120.0,534514.25
3943600070.0,397625.2
4171200025.0,275378.03
2425049063.0,2441818.0
9828701650.0,341517.3
3581000340.0,365208.9
8100900015.0,422184.62
2125059161.0,1038328.44
304000380.0,213767.47
8146200070.0,1422616.1
686530170.0,550074.94
2917200645.0,503108.4
9547200530.0,811017.94
2122059199.0,403162.66
1150000740.0,613072.2
5706200060.0,312048.47
9265410010.0,224004.44
4083800555.0,484917.38
6152900332.0,333476.28
2520900301.0,223160.48
9828200790.0,499931.62
1657530180.0,301823.9
7471900045.0,286623.28
9828200460.0,403375.7
1775900140.0,465266.75
6139800430.0,496688.7
7214400005.0,481828.34
5332200026.0,522930.03
9510970300.0,823137.0
2540830020.0,391518.44
3392100140.0,214217.06
1326069191.0,376479.34
2125059112.0,939378.2
859000022.0,348964.97
8854100350.0,655640.06
121059007.0,260723.12
7977201707.0,536401.1
3859900060.0,2302610.0
8815400735.0,716791.06
705700530.0,337199.38
6600780130.0,392504.66
6378500105.0,425412.7
8143000310.0,430164.7
2877102330.0,667650.7
3526039074.0,614335.8
2115510300.0,260855.92
3024059014.0,1660123.1
2141330360.0,594126.06
546000400.0,512935.94
2071500011.0,432253.75
7972000240.0,248638.53
7016200460.0,423223.88
6204200180.0,437953.4
1552100135.0,1026628.94
88000173.0,407407.25
2581900235.0,824338.94
9211500560.0,236260.83
621069218.0,410151.75
1321970240.0,326513.6
798000630.0,341961.53
421000285.0,297628.38
2824600180.0,1071202.8
3832051140.0,323540.38
1237500105.0,703125.5
8802400906.0,281816.25
3166900270.0,390985.25
3682000060.0,335075.0
5469700020.0,274596.0
1245001820.0,609197.56
9547205660.0,619236.2
7974700122.0,764980.1
7550801225.0,532398.4
1099950050.0,836223.2
1402900460.0,317085.9
7636800041.0,1019644.6
2115720270.0,263348.78
8651441750.0,209469.94
3904100035.0,303764.4
8815400020.0,633009.3
3303860590.0,460504.5
5427110040.0,1037227.9
1782000160.0,337159.84
6204420290.0,504570.1
3995700245.0,297014.22
7955040130.0,438700.8
1442880650.0,491399.06
8833510230.0,1181018.8
7283900551.0,435009.2
4396000180.0,275608.44
7504021310.0,744614.44
322059264.0,285512.66
3654800040.0,280542.78
2767704777.0,521997.28
3278602190.0,375802.47
3236500220.0,459548.53
3410600100.0,298258.62
629410180.0,785022.7
3352402250.0,184609.45
4363700304.0,304480.53
7237550130.0,1135955.5
9808590210.0,1270447.0
8074200175.0,271489.53
3463400330.0,519699.94
6306400140.0,830994.5
8564950250.0,542194.3
5381000070.0,233962.36
9826700697.0,569122.1
8132700190.0,450230.03
7943000020.0,184370.88
9547204675.0,614092.1
4112100101.0,552537.06
727500030.0,543371.4
114101426.0,346521.8
9274202005.0,752552.3
1193000380.0,904362.6
3039000020.0,481693.25
7852170130.0,647021.56
2624079010.0,554002.9
4137010540.0,276089.6
7576200012.0,872602.4
1138020020.0,312904.94
3969300030.0,212373.92
898000200.0,208088.34
5153100030.0,281076.78
5104532030.0,531271.9
4406000050.0,224910.33
9274203390.0,582099.75
8682290360.0,447580.9
6928600330.0,267515.56
4139680070.0,858720.9
6844702690.0,456831.94
2154970020.0,1924530.1
4385701285.0,1026032.9
2426059071.0,554414.06
2867300160.0,602296.06
9512500720.0,555296.7
1773101020.0,345354.9
8687800100.0,297371.9
3627800050.0,1634137.5
1604600227.0,339855.1
3300701170.0,459120.12
9250900111.0,440760.3
7015200790.0,571339.75
1311100490.0,255697.33
2469000010.0,743758.56
1982201596.0,572279.94
1862700290.0,340927.34
2586800270.0,245347.22
9528102772.0,483326.8
5490210200.0,452968.72
6669080020.0,369893.97
179003055.0,222640.31
1860600535.0,891754.94
